from	to
AHNAK	ASPN
AHNAK	AGRN
AHNAK	APOB
AHNAK	ABO
AHNAK2	ABRAXAS2
AHNAK2	CALY
AHNAK2	ASPN
AHNAK2	AHNAK
AHNAK2	CD177
AHNAK2	C7orf50
AHNAK2	ANP32C
AHNAK2	CEACAM20
AHNAK2	CBLN1
AHNAK2	BTNL10
AHNAK2	CALB2
AHNAK2	BRAP
AHNAK2	BRAP
AHNAK2	CBLIF
AHNAK2	ADGRG2
AHSA1	ATP1B4
AHSA1	CD46
AHSA1	CCN3
AHSA1	AP3S2
AHSA1	AMN
AHSA1	ASGR1
AHSA1	CDC123
AHSA1	CACYBP
AHSA1	APOE
AHSA1	CD302
AHSA1	CD58
AHSA1	B3GNT7
AHSA1	ADIPOQ
AHSA1	CD207
AHSA1	CEACAM21
AHSG	C1QTNF1
AHSG	CEMIP2
AHSG	KIR2DS4
AHSG	BAP18
AHSG	CD55
AHSG	ANGPTL1
AHSG	C2orf69
AHSG	BABAM1
AHSG	CCDC50
AHSG	MICB
AHSG	C1QTNF6
AHSG	CD160
AHSG	ANGPTL4
AHSG	CA11
AHSG	ANXA11
AHSP	CELA2A
AHSP	ACYP1
AHSP	BPIFB2
AHSP	CCL11
AHSP	ACP1
AHSP	BOLA2
AHSP	AARSD1
AHSP	CAT
AHSP	CAT
AHSP	CAT
AHSP	CA2
AHSP	CA1
AHSP	CTSH
AHSP	CA8
AHSP	CCL2
AIDA	CD207
AIDA	CDC123
AIDA	ASGR1
AIDA	B3GNT7
AIDA	ANKMY2
AIDA	CA12
AIDA	CCDC134
AIDA	CD58
AIDA	ATP1B4
AIDA	CD276
AIDA	AIF1L
AIDA	CEACAM21
AIDA	AP3S2
AIDA	BLOC1S2
AIDA	BCL2L15
AIF1	CCL17
AIF1	CD274
AIF1	CCL22
AIF1	CCL4
AIF1	ATRAID
AIF1	CCL3
AIF1	CCL19
AIF1	CCL18
AIF1	AIF1L
AIF1	ATP5PO
AIF1	CD38
AIF1	ARL2BP
AIF1	CCDC134
AIF1	CD58
AIF1	CASQ2
AIF1L	CD58
AIF1L	ARL2BP
AIF1L	CCDC134
AIF1L	AP3S2
AIF1L	BLOC1S2
AIF1L	CEACAM21
AIF1L	ATP5PO
AIF1L	CDC123
AIF1L	AIDA
AIF1L	CD226
AIF1L	BCL2L15
AIF1L	ATRAID
AIF1L	AIF1
AIF1L	CA6
AIF1L	CDC37
AIFM1	ACVRL1
AIFM1	ATG16L1
AIFM1	CD14
AIFM1	B3GNT7
AIFM1	AMN
AIFM1	ANKMY2
AIFM1	CD46
AIFM1	CD276
AIFM1	BTN1A1
AIFM1	BGN
AIFM1	AHSA1
AIFM1	CALCOCO2
AIFM1	BIRC2
AIFM1	CA5A
AIFM1	ANGPT1
AK1	APRT
AK1	ALDH1A1
AK1	CA1
AK1	CA2
AK1	BLVRB
AK1	ACP1
AK1	ACYP1
AK1	BOLA2
AK1	CA3
AK1	ANXA1
AK1	AARSD1
AK1	ANXA5
AK1	AKR1B10
AK1	ALDH3A1
AK1	CCL11
AK2	CD82
AK2	CD38
AK2	CCL4
AK2	ALDH2
AK2	CCL3
AK2	CCL22
AK2	CBS
AK2	CDK1
AK2	CCL8
AK2	CCL18
AK2	ANXA2
AK2	CCL20
AK2	APOH
AK2	ADA
AK2	CCL17
AKAP12	ATXN2
AKAP12	APOBR
AKAP12	ATXN2L
AKAP12	MAP2
AKAP12	ARHGAP30
AKAP12	CEP170
AKAP12	TCOF1
AKAP12	MN1
AKAP12	HEG1
AKAP12	COL4A1
AKAP12	TSC22D1
AKAP12	GLI2
AKAP12	ARHGEF5
AKAP12	COL2A1
AKAP12	COL24A1
AKR1B1	ADH4
AKR1B1	ADH1B
AKR1B1	BLMH
AKR1B1	ANXA3
AKR1B1	AGXT
AKR1B1	AKR1C4
AKR1B1	ATOX1
AKR1B1	AAMDC
AKR1B1	AHCY
AKR1B1	AKR1B10
AKR1B1	CA13
AKR1B1	ARG1
AKR1B1	ANXA5
AKR1B1	CD36
AKR1B1	GSTT2B
AKR1B10	AHCY
AKR1B10	ADH1B
AKR1B10	CA3
AKR1B10	AAMDC
AKR1B10	ANXA5
AKR1B10	ANXA3
AKR1B10	ARG1
AKR1B10	AKR1B1
AKR1B10	ANXA1
AKR1B10	ADH4
AKR1B10	BLMH
AKR1B10	GSTT2B
AKR1B10	ATP6V1G1
AKR1B10	CA1
AKR1B10	ATOX1
AKR1C4	CA13
AKR1C4	CD36
AKR1C4	BLMH
AKR1C4	ANXA3
AKR1C4	AGXT
AKR1C4	ACY1
AKR1C4	AKR1B1
AKR1C4	ANXA10
AKR1C4	ATP1B2
AKR1C4	ARG1
AKR1C4	ADH4
AKR1C4	ADH1B
AKR1C4	ATOX1
AKR1C4	ASRGL1
AKR1C4	B3GAT3
AKR7L	CA7
AKR7L	ADA2
AKR7L	ADGRD1
AKR7L	ARNTL
AKR7L	CD300A
AKR7L	ARHGAP25
AKR7L	BRME1
AKR7L	ADGRV1
AKR7L	ATP5F1D
AKR7L	CCER2
AKR7L	BMP4
AKR7L	ALMS1
AKR7L	CCN5
AKR7L	CD164
AKR7L	CD200
AKT1S1	BPIFA2
AKT1S1	AREG
AKT1S1	BAMBI
AKT1S1	BEX3
AKT1S1	AGRP
AKT1S1	BLOC1S3
AKT1S1	CAMLG
AKT1S1	CD164L2
AKT1S1	BID
AKT1S1	BLNK
AKT1S1	CCL25
AKT1S1	CD83
AKT1S1	BNIP2
AKT1S1	BCL2L11
AKT1S1	BCL2L1
AKT2	MAPK9
AKT2	HRAS
AKT2	ARAF
AKT2	MAPK13
AKT2	MAP2K1
AKT2	RAC3
AKT2	RAC3
AKT2	JUN
AKT2	AKT3
AKT2	MAP2K6
AKT2	SHC1
AKT2	MAPKAPK2
AKT2	PTEN
AKT2	FOS
AKT2	PLA2G4A
AKT3	ARAF
AKT3	RAC3
AKT3	RAC3
AKT3	AKT2
AKT3	MAPK9
AKT3	HRAS
AKT3	MAPK13
AKT3	MAP2K1
AKT3	JUN
AKT3	FOS
AKT3	MAP2K6
AKT3	SHC1
AKT3	MAPKAPK2
AKT3	PTEN
AKT3	RASA1
ALCAM	AGER
ALCAM	CEACAM5
ALCAM	BCAM
ALCAM	CEACAM8
ALCAM	CEACAM6
ALCAM	CD33
ALCAM	CEACAM18
ALCAM	SIGLEC5
ALCAM	NCAM2
ALCAM	SIGLEC9
ALCAM	SIGLEC6
ALCAM	VSIG10
ALCAM	MCAM
ALCAM	BTN2A1
ALCAM	ACADSB
ALDH1A1	APRT
ALDH1A1	ALDH3A1
ALDH1A1	ANXA5
ALDH1A1	AK1
ALDH1A1	ANXA1
ALDH1A1	CA3
ALDH1A1	AHCY
ALDH1A1	CA1
ALDH1A1	AKR1B10
ALDH1A1	ARG1
ALDH1A1	CCT5
ALDH1A1	AMY1A
ALDH1A1	BHMT2
ALDH1A1	AMY2B
ALDH1A1	AMY2A
ALDH2	AOC1
ALDH2	CBS
ALDH2	AK2
ALDH2	CD38
ALDH2	ADA
ALDH2	ALDH5A1
ALDH2	ANXA2
ALDH2	CD82
ALDH2	CDK1
ALDH2	GC
ALDH2	GC
ALDH2	APOH
ALDH2	ASS1
ALDH2	ARSB
ALDH2	CASQ2
ALDH3A1	ASS1
ALDH3A1	ALDH1A1
ALDH3A1	ANXA5
ALDH3A1	APRT
ALDH3A1	ANXA3
ALDH3A1	BLMH
ALDH3A1	ARG1
ALDH3A1	ADH1B
ALDH3A1	AHCY
ALDH3A1	CA13
ALDH3A1	AKR1C4
ALDH3A1	ADH4
ALDH3A1	ADA
ALDH3A1	AKR1B1
ALDH3A1	AKR1B10
ALDH5A1	CBS
ALDH5A1	ALDH2
ALDH5A1	AK2
ALDH5A1	AOC1
ALDH5A1	CDA
ALDH5A1	GC
ALDH5A1	GC
ALDH5A1	CDK1
ALDH5A1	ACVRL1
ALDH5A1	AIFM1
ALDH5A1	CD14
ALDH5A1	ACADM
ALDH5A1	CD38
ALDH5A1	CAPG
ALDH5A1	CAPG
ALMS1	CD164
ALMS1	CD200
ALMS1	CCN5
ALMS1	BRME1
ALMS1	CBLIF
ALMS1	ATP5F1D
ALMS1	ADGRV1
ALMS1	ATP2B4
ALMS1	ADGRG2
ALMS1	APPL2
ALMS1	ARHGAP45
ALMS1	CD300A
ALMS1	ASPN
ALMS1	CALY
ALMS1	ATP5IF1
ALPI	ARSB
ALPI	ATXN10
ALPI	ACADM
ALPI	ALPP
ALPI	ARG2
ALPI	AFP
ALPI	CASQ2
ALPI	B4GAT1
ALPI	ANXA2
ALPI	ACADSB
ALPI	BPIFB1
ALPI	CA4
ALPI	CD274
ALPI	BTN2A1
ALPI	CD38
ALPP	ARSB
ALPP	ARG2
ALPP	ALPI
ALPP	ACP5
ALPP	B4GAT1
ALPP	ATXN10
ALPP	BTN2A1
ALPP	BTN3A2
ALPP	BSG
ALPP	CD274
ALPP	CD5L
ALPP	ACADSB
ALPP	ACE2
ALPP	CA4
ALPP	ANXA2
AMBN	CDSN
AMBN	CHGB
AMBN	SELPLG
AMBN	APOBR
AMBN	ELN
AMBN	BAG4
AMBN	APOL1
AMBN	CD99L2
AMBN	DMP1
AMBN	DMP1
AMBN	CASC3
AMBN	DKKL1
AMBN	BSND
AMBN	ATXN2
AMBN	CBX2
AMBP	CD40LG
AMBP	CD302
AMBP	BGN
AMBP	CCN2
AMBP	CAPS
AMBP	BECN1
AMBP	ANGPTL4
AMBP	CDNF
AMBP	BTN1A1
AMBP	C1R
AMBP	CD8A
AMBP	AHSA1
AMBP	CCN3
AMBP	CEACAM21
AMBP	C1QTNF5
AMDHD2	B3GAT3
AMDHD2	BHMT2
AMDHD2	ASRGL1
AMDHD2	AMY2B
AMDHD2	AMY2A
AMDHD2	ATP1B1
AMDHD2	ATP1B3
AMDHD2	ANXA10
AMDHD2	APOH
AMDHD2	ATP1B2
AMDHD2	ARG1
AMDHD2	ANXA2
AMDHD2	CA13
AMDHD2	ACTA2
AMDHD2	AMY1A
AMFR	CD93
AMFR	ADAM8
AMFR	APBB1IP
AMFR	ADAM15
AMFR	AMIGO2
AMFR	BIRC2
AMFR	SIRPA
AMFR	ADAM23
AMFR	ADAM23
AMFR	AMIGO1
AMFR	ANGPTL2
AMFR	ADAM9
AMFR	LILRB5
AMFR	ADAM12
AMFR	ANGPTL1
AMIGO1	ANGPTL1
AMIGO1	AMIGO2
AMIGO1	ANGPTL2
AMIGO1	AMN
AMIGO1	BABAM1
AMIGO1	SIRPA
AMIGO1	CASP4
AMIGO1	CD93
AMIGO1	LILRB5
AMIGO1	ANGPTL4
AMIGO1	C2orf69
AMIGO1	BIRC2
AMIGO1	CD46
AMIGO1	CALCOCO2
AMIGO1	CD55
AMIGO2	AMIGO1
AMIGO2	CD93
AMIGO2	SIRPA
AMIGO2	ANGPTL2
AMIGO2	LILRB5
AMIGO2	ANGPTL1
AMIGO2	BABAM1
AMIGO2	AMFR
AMIGO2	ARFIP1
AMIGO2	C2orf69
AMIGO2	CA9
AMIGO2	CASP4
AMIGO2	CD55
AMIGO2	ADAM8
AMIGO2	BIRC2
AMN	CD46
AMN	CASP4
AMN	AMIGO1
AMN	CALCOCO2
AMN	AHSA1
AMN	ANGPTL4
AMN	BABAM1
AMN	ANGPTL1
AMN	ANGPTL2
AMN	CA5A
AMN	CD40
AMN	ATG16L1
AMN	CD2
AMN	CCN3
AMN	ADIPOQ
AMOT	ARID4B
AMOT	CCDC80
AMOT	BAG6
AMOT	BRDT
AMOT	CD2AP
AMOT	CD248
AMOT	CDKL5
AMOT	ARMCX2
AMOT	BANK1
AMOT	ARNT
AMOT	ADD1
AMOT	BOC
AMOT	ARHGEF12
AMOT	CDC25A
AMOT	AFAP1
AMOTL2	CD6
AMOTL2	BCAN
AMOTL2	ACRBP
AMOTL2	APLP1
AMOTL2	BANK1
AMOTL2	BRD3
AMOTL2	ADAMTSL4
AMOTL2	CCDC80
AMOTL2	BIN2
AMOTL2	BRDT
AMOTL2	ARL13B
AMOTL2	CDON
AMOTL2	BRSK2
AMOTL2	CCAR2
AMOTL2	CSF2RB
AMPD3	ANGPT2
AMPD3	ASAH2
AMPD3	C8B
AMPD3	CAPN3
AMPD3	CDH5
AMPD3	ACTN2
AMPD3	C9
AMPD3	BMPER
AMPD3	C7
AMPD3	ANGPT1
AMPD3	ANGPTL3
AMPD3	ANGPTL7
AMPD3	ADCYAP1R1
AMPD3	ADAMTS4
AMPD3	ADAMTSL5
AMY1A	AMY2A
AMY1A	AMY2B
AMY1A	BHMT2
AMY1A	ACSL1
AMY1A	CEACAM16
AMY1A	FUCA1
AMY1A	ACTA2
AMY1A	CCT5
AMY1A	AMDHD2
AMY1A	APOH
AMY1A	CD63
AMY1A	APCS
AMY1A	B3GAT3
AMY1A	ANXA1
AMY1A	AFM
AMY2A	AMY2B
AMY2A	AMY1A
AMY2A	BHMT2
AMY2A	AMDHD2
AMY2A	B3GAT3
AMY2A	ACTA2
AMY2A	FUCA1
AMY2A	APOH
AMY2A	ACSL1
AMY2A	ARG1
AMY2A	CCT5
AMY2A	ASRGL1
AMY2A	ATP1B1
AMY2A	ATP1B3
AMY2A	ANXA2
AMY2B	AMY2A
AMY2B	AMY1A
AMY2B	BHMT2
AMY2B	AMDHD2
AMY2B	B3GAT3
AMY2B	ACTA2
AMY2B	FUCA1
AMY2B	APOH
AMY2B	ARG1
AMY2B	ACSL1
AMY2B	ASRGL1
AMY2B	CCT5
AMY2B	ATP1B1
AMY2B	ATP1B3
AMY2B	ANXA2
ANG	AGR3
ANG	ATP6V1F
ANG	ATRAID
ANG	CCL5
ANG	APCS
ANG	BST1
ANG	CA6
ANG	CCS
ANG	CCL2
ANG	CCL7
ANG	APOM
ANG	AZU1
ANG	CCND2
ANG	CCL8
ANG	CELA3A
ANGPT1	CEACAM1
ANGPT1	ANGPT2
ANGPT1	ATG4A
ANGPT1	C9
ANGPT1	C1RL
ANGPT1	BGN
ANGPT1	ACVRL1
ANGPT1	AMBP
ANGPT1	CASP7
ANGPT1	MICB
ANGPT1	BECN1
ANGPT1	CAPN3
ANGPT1	ANGPTL3
ANGPT1	ANGPTL4
ANGPT1	CASP8
ANGPT2	ANGPT1
ANGPT2	ATG4A
ANGPT2	C9
ANGPT2	ANGPTL3
ANGPT2	C8B
ANGPT2	CEACAM1
ANGPT2	ANGPTL7
ANGPT2	CCDC28A
ANGPT2	ADAMTSL5
ANGPT2	ADCYAP1R1
ANGPT2	ADAMTSL2
ANGPT2	C1QTNF5
ANGPT2	ASGR2
ANGPT2	C1R
ANGPT2	ARSA
ANGPTL1	AMIGO1
ANGPTL1	ANGPTL4
ANGPTL1	BABAM1
ANGPTL1	AMIGO2
ANGPTL1	SIRPA
ANGPTL1	LILRB5
ANGPTL1	AMN
ANGPTL1	CD55
ANGPTL1	CD2
ANGPTL1	BECN1
ANGPTL1	C2orf69
ANGPTL1	BIRC2
ANGPTL1	MICB
ANGPTL1	ANGPTL2
ANGPTL1	CD93
ANGPTL2	AMIGO1
ANGPTL2	AMIGO2
ANGPTL2	CASP4
ANGPTL2	SIRPA
ANGPTL2	CALCOCO2
ANGPTL2	CD93
ANGPTL2	AMN
ANGPTL2	CD72
ANGPTL2	CASP2
ANGPTL2	BABAM1
ANGPTL2	ANGPTL1
ANGPTL2	CD200R1
ANGPTL2	CA9
ANGPTL2	AMFR
ANGPTL2	LILRB5
ANGPTL3	C9
ANGPTL3	ADAMTSL5
ANGPTL3	CCDC28A
ANGPTL3	ADAMTSL2
ANGPTL3	ARSA
ANGPTL3	BTD
ANGPTL3	ASGR2
ANGPTL3	C8B
ANGPTL3	CCN4
ANGPTL3	ADCYAP1R1
ANGPTL3	C1QTNF5
ANGPTL3	ANGPT2
ANGPTL3	ATXN3
ANGPTL3	C1R
ANGPTL3	CENPF
ANGPTL4	BECN1
ANGPTL4	ANGPTL1
ANGPTL4	AMN
ANGPTL4	MICB
ANGPTL4	BABAM1
ANGPTL4	CD2
ANGPTL4	AMIGO1
ANGPTL4	CD46
ANGPTL4	AMBP
ANGPTL4	AHSA1
ANGPTL4	CCN3
ANGPTL4	BGN
ANGPTL4	ABO
ANGPTL4	BRAP
ANGPTL4	BRAP
ANGPTL7	CCS
ANGPTL7	CANT1
ANGPTL7	CA8
ANGPTL7	CARHSP1
ANGPTL7	C8B
ANGPTL7	BST1
ANGPTL7	CD40LG
ANGPTL7	ANGPT2
ANGPTL7	CD4
ANGPTL7	CCN2
ANGPTL7	ANGPTL3
ANGPTL7	ATG4A
ANGPTL7	CDNF
ANGPTL7	AMBP
ANGPTL7	CELA3A
ANK2	CBLN1
ANK2	CENPJ
ANK2	CEACAM20
ANK2	AHNAK
ANK2	BTNL10
ANK2	BRAP
ANK2	BRAP
ANK2	ANP32C
ANK2	CALB2
ANK2	AHNAK2
ANK2	ABRAXAS2
ANK2	CALY
ANK2	ASPN
ANK2	ATP2B4
ANK2	APPL2
ANKMY2	B3GNT7
ANKMY2	CA12
ANKMY2	CD207
ANKMY2	CD276
ANKMY2	AIDA
ANKMY2	CDC123
ANKMY2	ASGR1
ANKMY2	ACADSB
ANKMY2	CD14
ANKMY2	CA4
ANKMY2	ATP1B4
ANKMY2	AHSA1
ANKMY2	CD46
ANKMY2	CCDC134
ANKMY2	CALCOCO2
ANKRA2	AZI2
ANKRA2	BAIAP2
ANKRA2	ACRBP
ANKRA2	BIN2
ANKRA2	CD6
ANKRA2	C1QTNF9
ANKRA2	ARL13B
ANKRA2	BRSK2
ANKRA2	ARMCX2
ANKRA2	BMP6
ANKRA2	APOF
ANKRA2	CASP10
ANKRA2	CASP10
ANKRA2	CD300LG
ANKRA2	BRD3
ANKRD54	CD84
ANKRD54	CD83
ANKRD54	APOF
ANKRD54	BTLA
ANKRD54	CCL23
ANKRD54	CD160
ANKRD54	ASPSCR1
ANKRD54	AGRP
ANKRD54	CCDC50
ANKRD54	CCN4
ANKRD54	BDNF
ANKRD54	BNIP2
ANKRD54	C2CD2L
ANKRD54	C1RL
ANKRD54	AZI2
ANP32C	BRAP
ANP32C	BRAP
ANP32C	AHNAK
ANP32C	C7orf50
ANP32C	CD177
ANP32C	CALB2
ANP32C	CEACAM20
ANP32C	BTNL10
ANP32C	AHNAK2
ANP32C	ABO
ANP32C	ABRAXAS2
ANP32C	AGRN
ANP32C	APOB
ANP32C	CALY
ANP32C	ASPN
ANPEP	ACE2
ANPEP	TLR3
ANPEP	ACOX1
ANPEP	AOC3
ANPEP	ACE
ANPEP	ALPP
ANPEP	ARSB
ANPEP	ADGRE2
ANPEP	CD36
ANPEP	AFP
ANPEP	ACY1
ANPEP	CD101
ANPEP	ATXN10
ANPEP	AOC1
ANPEP	B4GAT1
ANXA1	CA1
ANXA1	CA3
ANXA1	ACP1
ANXA1	BOLA2
ANXA1	AARSD1
ANXA1	CA2
ANXA1	ANXA5
ANXA1	CCT5
ANXA1	ARG1
ANXA1	ACTA2
ANXA1	AKR1B10
ANXA1	BHMT2
ANXA1	AMY1A
ANXA1	CD63
ANXA1	AHCY
ANXA10	ASRGL1
ANXA10	CA13
ANXA10	AMDHD2
ANXA10	B3GAT3
ANXA10	ANXA2
ANXA10	CD36
ANXA10	ACY1
ANXA10	ATP1B2
ANXA10	B2M
ANXA10	BRK1
ANXA10	AKR1C4
ANXA10	ATP1B1
ANXA10	ATP1B3
ANXA10	BTN3A2
ANXA10	BHMT2
ANXA11	CD55
ANXA11	C2orf69
ANXA11	ARFIP1
ANXA11	LILRB5
ANXA11	BAIAP2
ANXA11	ASPSCR1
ANXA11	ANGPTL1
ANXA11	ARL13B
ANXA11	AMIGO2
ANXA11	CA9
ANXA11	BMP6
ANXA11	SIRPA
ANXA11	BABAM1
ANXA11	AMIGO1
ANXA11	CD93
ANXA2	ASRGL1
ANXA2	APOH
ANXA2	ANXA10
ANXA2	CD38
ANXA2	CASQ2
ANXA2	ATXN10
ANXA2	AMDHD2
ANXA2	ATP1B1
ANXA2	ARSB
ANXA2	B3GAT3
ANXA2	ALPI
ANXA2	BTN3A2
ANXA2	BRK1
ANXA2	BPIFB1
ANXA2	ACADM
ANXA3	ARG1
ANXA3	ADH1B
ANXA3	CA13
ANXA3	BLMH
ANXA3	AKR1C4
ANXA3	AKR1B1
ANXA3	ANXA5
ANXA3	AHCY
ANXA3	ADH4
ANXA3	AKR1B10
ANXA3	ATP1B2
ANXA3	ATP6V1G1
ANXA3	BHMT2
ANXA3	ATOX1
ANXA3	AAMDC
ANXA4	ATP5IF1
ANXA4	CENPJ
ANXA4	ARNTL
ANXA4	ATP5F1D
ANXA4	BRME1
ANXA4	ATP2B4
ANXA4	ALMS1
ANXA4	ADGRV1
ANXA4	ARHGAP45
ANXA4	CD164
ANXA4	CCN5
ANXA4	CD300A
ANXA4	ARHGAP25
ANXA4	APPL2
ANXA4	CD200
ANXA5	ARG1
ANXA5	ANXA3
ANXA5	AHCY
ANXA5	AKR1B10
ANXA5	ADH1B
ANXA5	BHMT2
ANXA5	ATP6V1G1
ANXA5	CA3
ANXA5	ANXA1
ANXA5	CA13
ANXA5	ALDH3A1
ANXA5	APRT
ANXA5	AAMDC
ANXA5	B3GAT3
ANXA5	ATP6V1G2
AOC1	ALDH2
AOC1	CBS
AOC1	TLR3
AOC1	ACE2
AOC1	ACOX1
AOC1	AFP
AOC1	C1S
AOC1	ACSL1
AOC1	AMY2B
AOC1	AMY2A
AOC1	ALDH5A1
AOC1	GC
AOC1	GC
AOC1	ARSB
AOC1	AK2
AOC3	ANPEP
AOC3	ADA
AOC3	CBS
AOC3	TLR3
AOC3	AOC1
AOC3	ALPP
AOC3	ASS1
AOC3	ACE2
AOC3	ACOX1
AOC3	ALDH2
AOC3	ARSB
AOC3	ACP5
AOC3	ACY3
AOC3	BTN3A2
AOC3	ACY1
AP1G2	AP2B1
AP1G2	CD276
AP1G2	ADAMTS4
AP1G2	BTN1A1
AP1G2	ADGRG1
AP1G2	ADGRE5
AP1G2	ANKMY2
AP1G2	CD101
AP1G2	AFP
AP1G2	B3GNT7
AP1G2	ATG16L1
AP1G2	C7
AP1G2	CDC37
AP1G2	BMPER
AP1G2	CDC123
AP2B1	AP1G2
AP2B1	ADAMTS1
AP2B1	ADAMTS4
AP2B1	CDCP1
AP2B1	ATG16L1
AP2B1	CD22
AP2B1	CEP112
AP2B1	CDH15
AP2B1	AIFM1
AP2B1	CDHR1
AP2B1	CD276
AP2B1	ADAM9
AP2B1	CD101
AP2B1	ADAM23
AP2B1	ADAM23
AP3B1	BRD1
AP3B1	ADAM22
AP3B1	ADAM23
AP3B1	ADAM23
AP3B1	ADAM12
AP3B1	CDCP1
AP3B1	AGBL2
AP3B1	ADAM8
AP3B1	ADAM15
AP3B1	CDAN1
AP3B1	AXL
AP3B1	ADAM9
AP3B1	ADAMTS1
AP3B1	CEP112
AP3B1	BCAN
AP3S2	CACYBP
AP3S2	CD58
AP3S2	BLOC1S2
AP3S2	ATP1B4
AP3S2	ASGR1
AP3S2	CCDC134
AP3S2	CD302
AP3S2	CDC123
AP3S2	AHSA1
AP3S2	CEACAM21
AP3S2	ARL2BP
AP3S2	AIF1L
AP3S2	BCL2L15
AP3S2	AIDA
AP3S2	CCN3
APBB1IP	AMFR
APBB1IP	ADAM12
APBB1IP	CD93
APBB1IP	ADAM8
APBB1IP	LILRB5
APBB1IP	AMIGO2
APBB1IP	BMP6
APBB1IP	ADAM15
APBB1IP	SIRPA
APBB1IP	ANGPTL1
APBB1IP	ADAM22
APBB1IP	BNIP2
APBB1IP	ADAM9
APBB1IP	ADAM23
APBB1IP	ADAM23
APCS	APOH
APCS	APOM
APCS	CD63
APCS	ANG
APCS	CEACAM16
APCS	ARF6
APCS	ATP6V1F
APCS	CA6
APCS	ATRAID
APCS	BST1
APCS	AZU1
APCS	CDK1
APCS	CCL5
APCS	CASQ2
APCS	CFHR2
APEX1	ACP6
APEX1	CASP1
APEX1	MSMB
APEX1	PRL
APEX1	PRL
APEX1	CA14
APEX1	ADAMTS15
APEX1	PRELP
APEX1	SETMAR
APEX1	CA11
APEX1	MATN3
APEX1	CDH17
APEX1	ENG
APEX1	SOD3
APEX1	SERPINF1
APLP1	ARL13B
APLP1	BCAN
APLP1	ACRBP
APLP1	AMOTL2
APLP1	CA9
APLP1	BRSK2
APLP1	APBB1IP
APLP1	BMP6
APLP1	CD93
APLP1	ADAM22
APLP1	ADAM12
APLP1	BRD3
APLP1	CD6
APLP1	ARFIP1
APLP1	ADAM15
APOA1	CD3G
APOA1	APOC1
APOA1	CD3D
APOA1	BOLA1
APOA1	APOA2
APOA1	ATP6AP2
APOA1	BGLAP
APOA1	ATXN3
APOA1	CCN2
APOA1	CD59
APOA1	CCL24
APOA1	CD7
APOA1	BTC
APOA1	CCL27
APOA1	CD8A
APOA2	APOC1
APOA2	ATP6AP2
APOA2	ARL2BP
APOA2	APOA1
APOA2	CD59
APOA2	CCL27
APOA2	CD3D
APOA2	C1QA
APOA2	CD226
APOA2	CCL24
APOA2	CCL19
APOA2	CCL21
APOA2	CACYBP
APOA2	AIF1L
APOA2	ATP5PO
APOA4	BTD
APOA4	ARSA
APOA4	ADAMTSL2
APOA4	ANGPTL7
APOA4	ADAMTSL5
APOA4	CENPF
APOA4	BPIFB2
APOA4	BOLA1
APOA4	ATXN3
APOA4	C8B
APOA4	ANGPTL3
APOA4	ASGR2
APOA4	CCDC28A
APOA4	CCN2
APOA4	CCS
APOB	AGRN
APOB	CALB2
APOB	BTNL10
APOB	CEACAM20
APOB	ABO
APOB	C7orf50
APOB	CD177
APOB	AHNAK
APOB	BRAP
APOB	BRAP
APOB	ANP32C
APOB	AHNAK2
APOB	ABRAXAS2
APOB	CBLN1
APOB	CALY
APOBR	CDSN
APOBR	AKAP12
APOBR	ATXN2
APOBR	ELN
APOBR	ATXN2L
APOBR	TSC22D1
APOBR	MN1
APOBR	ARHGAP30
APOBR	AMBN
APOBR	TCOF1
APOBR	MEPE
APOBR	CASC3
APOBR	THRAP3
APOBR	CHGB
APOBR	HEG1
APOC1	APOA2
APOC1	APOA1
APOC1	CCL21
APOC1	CD3G
APOC1	CD3D
APOC1	CCL27
APOC1	ATP6AP2
APOC1	BGLAP
APOC1	CD79B
APOC1	CD59
APOC1	BTC
APOC1	ARL2BP
APOC1	CDC26
APOC1	BOLA1
APOC1	INSL3
APOD	C1GALT1C1
APOD	ATP6V1D
APOD	CD1C
APOD	C4BPB
APOD	CA14
APOD	APCS
APOD	ATRAID
APOD	ANG
APOD	APOM
APOD	ATP6V1F
APOD	APOH
APOD	CA6
APOD	ATP5PO
APOD	CCL8
APOD	CD63
APOE	CCN3
APOE	AHSA1
APOE	ATP1B4
APOE	ABRAXAS2
APOE	AHNAK2
APOE	CBLN1
APOE	CALY
APOE	CENPJ
APOE	ASPN
APOE	CD302
APOE	ANK2
APOE	ANP32C
APOE	AHNAK
APOE	BRAP
APOE	BRAP
APOF	BTLA
APOF	AZI2
APOF	ANKRD54
APOF	CD300LF
APOF	CD84
APOF	CD83
APOF	BMP6
APOF	ASPSCR1
APOF	BNIP2
APOF	CD300LG
APOF	CCDC50
APOF	C2CD2L
APOF	CCL25
APOF	AGRP
APOF	BCL2L1
APOH	ANXA2
APOH	CASQ2
APOH	ATP1B1
APOH	APCS
APOH	ASRGL1
APOH	B3GAT3
APOH	FUCA1
APOH	AMDHD2
APOH	BPIFB1
APOH	BHMT2
APOH	CA6
APOH	AMY2A
APOH	APOM
APOH	AMY2B
APOH	ATP1B3
APOL1	CBX2
APOL1	BAG4
APOL1	DKKL1
APOL1	CD34
APOL1	CD2AP
APOL1	CASC3
APOL1	CD99L2
APOL1	BCL2L11
APOL1	CDC25A
APOL1	BSND
APOL1	SUSD5
APOL1	C1QTNF9
APOL1	C2CD2L
